기준년,분기,상권구분코드,상권구분코드명,상권코드,상권코드명,총유동인구,남성유동인구,여성유동인구,10대유동인구,20대유동인구,30대유동인구,40대유동인구,50대유동인구,60대이상유동인구
2019,1,A,골목상권,1000001,계동길,380891,195531,185361,44984,52028,76557,73593,57732,75999
2019,1,A,골목상권,1000002,난계로27길,393683,206252,187430,26697,57213,72921,64594,70606,101653
2019,1,A,골목상권,1000003,돈화문로11가길,262249,139753,122495,16881,51694,45567,46937,41816,59355
2019,1,A,골목상권,1000004,명륜길,751866,367065,384801,98796,309357,73548,77141,64695,128328
2019,1,A,골목상권,1000005,백석동길,162091,74156,87936,22592,20566,19590,25006,26845,47493
2019,1,A,골목상권,1000006,북촌로11길,139396,67640,71757,14453,19611,26712,26226,21503,30893
2019,1,A,골목상권,1000007,북촌로5길,129561,60969,68592,13084,18769,22255,23708,19560,32183
2019,1,A,골목상권,1000008,북촌로5나길,109175,55202,53974,9796,16708,22613,20001,17287,22770
2019,1,A,골목상권,1000009,삼청로5길,30539,15382,15156,3125,4538,5189,5296,4330,8061
2019,1,A,골목상권,1000010,성균관로5길,425547,198147,227400,60807,159393,54455,49152,41421,60319
2019,1,A,골목상권,1000011,숭인동길,618356,298471,319884,74386,90212,89777,92212,113148,158620
2019,1,A,골목상권,1000012,옥인길,522394,217124,305270,101217,65347,77292,100474,65514,112549
2019,1,A,골목상권,1000013,율곡로10길,172140,95915,76225,9575,35254,29687,32639,28666,36320
2019,1,A,골목상권,1000014,율곡로16길,214910,110817,104092,17531,36363,32309,33970,36987,57749
2019,1,A,골목상권,1000015,이화장길,499519,231401,268119,55751,103993,83114,71894,67746,117020
2019,1,A,골목상권,1000016,자하문로7길,512093,238436,273659,68080,84656,87031,92631,70009,109687
2019,1,A,골목상권,1000017,종로24길,100257,58506,41752,4208,14982,13459,16436,18714,32458
2019,1,A,골목상권,1000018,종로58가길,620362,298014,322348,33851,91138,110395,119697,109024,156257
2019,1,A,골목상권,1000019,종로65길,1342867,650619,692248,117072,212888,218113,214876,240620,339298
2019,1,A,골목상권,1000020,지봉로8길,1105494,524947,580547,131118,143140,159622,170833,190408,310374
2019,1,A,골목상권,1000021,창경궁로35길,289037,133847,155191,48199,56326,38220,44045,37237,65009
2019,1,A,골목상권,1000022,창신2길,475972,223550,252422,36602,51912,54007,78799,109958,144695
2019,1,A,골목상권,1000023,창신5길,754302,352044,402258,69196,90778,90666,119155,157651,226857
2019,1,A,골목상권,1000024,창신길,1159861,542260,617602,135760,152739,146844,192994,229624,301901
2019,1,A,골목상권,1000025,통일로12길,530676,236038,294639,124087,56838,58496,86557,66822,137876
2019,1,A,골목상권,1000026,평창길,22457,8725,13733,2781,1151,2075,3597,4692,8161
2019,1,A,골목상권,1000027,필운대로1길,138127,61990,76136,21555,17992,20049,23755,20910,33864
2019,1,A,골목상권,1000028,난계로11길,1033517,471538,561978,104161,173694,196873,149390,163103,246295
2019,1,A,골목상권,1000029,난계로21길,561388,256484,304907,64135,82620,127101,87294,79578,120660
2019,1,A,골목상권,1000030,다산로33길,1422488,683029,739459,144875,218042,221983,233702,269021,334865
2019,1,A,골목상권,1000031,다산로36길,670100,313285,356814,90959,78714,96266,109391,115296,179476
2019,1,A,골목상권,1000032,다산로38길,663351,312886,350465,69087,99469,106263,115207,120931,152394
2019,1,A,골목상권,1000033,다산로39길,802993,392012,410982,60637,133168,150297,136547,148894,173449
2019,1,A,골목상권,1000034,동호로10길,1365864,639409,726455,179248,193402,224709,206822,192761,368922
2019,1,A,골목상권,1000035,동호로11길,731860,341624,390236,103587,99026,120031,109064,100781,199370
2019,1,A,골목상권,1000036,동호로15길,381849,178978,202872,37999,70243,71144,57080,49440,95943
2019,1,A,골목상권,1000037,동호로20길,529455,250042,279413,51527,96291,95053,86995,77482,122105
2019,1,A,골목상권,1000038,동호로8길,248057,113467,134590,28299,34365,44210,36497,33111,71574
2019,1,A,골목상권,1000039,명동길,158756,78963,79794,8521,36950,38004,31255,20838,23188
2019,1,A,골목상권,1000040,삼일대로4길,310308,159404,150905,14833,67226,71253,62683,44070,50243
2019,1,A,골목상권,1000041,장충단로8길,359728,178577,181151,24772,66942,64735,57957,59729,85592
2019,1,A,골목상권,1000042,청구로17길,656104,307118,348988,78806,111288,109298,108606,96954,151152
2019,1,A,골목상권,1000043,청구로1길,778779,365249,413530,110290,100930,119750,121587,113887,212334
2019,1,A,골목상권,1000044,퇴계로12길,228341,104418,123923,15558,34182,47297,41370,36006,53928
2019,1,A,골목상권,1000045,퇴계로18길,149062,71170,77892,19911,25682,30036,25896,19984,27553
2019,1,A,골목상권,1000046,퇴계로46길,467429,257316,210113,50147,142924,73684,66802,59531,74340
2019,1,A,골목상권,1000047,퇴계로56길,525855,264091,261763,29412,99535,102332,96828,82722,115027
2019,1,A,골목상권,1000048,퇴계로8길,314122,142987,171135,16819,41169,62337,58871,54678,80248
2019,1,A,골목상권,1000049,퇴계로90길,871659,406928,464730,113713,117271,140669,140560,148593,210853
2019,1,A,골목상권,1000050,녹사평대로11길,52794,24927,27868,7840,6154,8103,9924,7302,13473
2019,1,A,골목상권,1000051,녹사평대로26길,231198,115162,116037,14712,56361,50825,34193,28831,46276
2019,1,A,골목상권,1000052,녹사평대로32길,370643,186333,184310,18031,124936,83312,45273,38103,60990
2019,1,A,골목상권,1000053,녹사평대로40나길,312730,159318,153413,25444,75925,69141,49452,35834,56937
2019,1,A,골목상권,1000054,녹사평대로46길,280803,138609,142194,25869,56789,62805,48006,32597,54735
2019,1,A,골목상권,1000055,대사관로34길,282969,138884,144086,18993,49692,66139,49367,35612,63166
2019,1,A,골목상권,1000056,두텁바위로1길,393525,200882,192644,52388,60950,59168,62703,56842,101473
2019,1,A,골목상권,1000057,백범로79길,1057451,479763,577688,188922,159557,183795,171262,131567,222349
2019,1,A,골목상권,1000058,백범로90길,900605,426390,474215,100307,141282,208804,163167,121720,165325
2019,1,A,골목상권,1000059,서빙고로71길,453526,215818,237708,58684,55161,63599,86531,60967,128585
2019,1,A,골목상권,1000060,소월로20길,1052583,475052,577531,121776,163938,213774,150766,118186,284144
2019,1,A,골목상권,1000061,신흥로20길,543111,254459,288651,60704,86063,95805,83200,72625,144714
2019,1,A,골목상권,1000062,우사단로10길,588899,296921,291978,40409,114113,143911,100325,71635,118508
2019,1,A,골목상권,1000063,우사단로14길,377105,199713,177391,24345,85279,96307,66417,45743,59015
2019,1,A,골목상권,1000064,우사단로4길,803618,407625,395993,63516,166457,170629,129443,100191,173381
2019,1,A,골목상권,1000065,원효로19길,548980,265242,283737,77312,67445,92657,95480,77135,138952
2019,1,A,골목상권,1000066,원효로41길,217705,113842,103863,25890,26955,36234,40492,28299,59835
2019,1,A,골목상권,1000067,원효로53길,622765,314529,308238,72036,85062,119415,98552,87592,160110
2019,1,A,골목상권,1000068,원효로89길,750283,358579,391702,99041,152652,160722,131428,83994,122446
2019,1,A,골목상권,1000069,이촌로22길,282793,139258,143535,33547,27252,47909,45564,40998,87523
2019,1,A,골목상권,1000070,이태원로27길,391397,202116,189281,24553,135057,89574,52267,38505,51440
2019,1,A,골목상권,1000071,이태원로54길,442607,211749,230858,27805,98802,122238,77712,51989,64063
2019,1,A,골목상권,1000072,장문로45길,505185,240345,264840,44747,85251,97697,80001,72975,124513
2019,1,A,골목상권,1000073,청파로47길,1098524,423660,674864,151530,353360,166813,130243,108559,188020
2019,1,A,골목상권,1000074,청파로47나길,478857,196513,282345,55711,125307,88459,63497,54269,91615
2019,1,A,골목상권,1000075,청파로71길,1231685,579496,652189,180325,211767,193290,194836,185552,265916
2019,1,A,골목상권,1000076,청파로73길,552023,277085,274938,65521,87401,98898,90567,89209,120429
2019,1,A,골목상권,1000077,한강대로104길,619588,325478,294110,51891,99517,119610,109215,96626,142730
2019,1,A,골목상권,1000078,한강대로15길,262135,138182,123952,24630,41330,49990,46166,35952,64066
2019,1,A,골목상권,1000079,한강대로43길,620095,314550,305543,41222,119316,163436,117847,77651,100621
2019,1,A,골목상권,1000080,한강대로52길,469627,246156,223471,32797,92099,116538,89433,60847,77913
2019,1,A,골목상권,1000081,한강대로62길,213546,112840,100708,15476,37273,46496,38860,30291,45152
2019,1,A,골목상권,1000082,한강대로7길,331565,173090,158476,33261,47219,61105,58231,46420,85329
2019,1,A,골목상권,1000083,한강대로88길,56538,30037,26501,5787,10774,8792,9253,8757,13175
2019,1,A,골목상권,1000084,한남대로20길,227009,101415,125595,16878,36299,56122,44691,30220,42798
2019,1,A,골목상권,1000085,회나무로13길,511283,232451,278834,37247,85550,120679,84090,59528,124191
2019,1,A,골목상권,1000086,효창원로39길,821700,376566,445135,134616,98506,130444,127651,116125,214356
2019,1,A,골목상권,1000087,후암로28길,1154298,521068,633232,175648,153091,196251,187690,159591,282028
2019,1,A,골목상권,1000088,고산자로6길,1658572,772478,886094,230578,281286,269860,244727,243388,388735
2019,1,A,골목상권,1000089,금호산2길,577118,272624,304493,109785,60619,95678,86054,78389,146596
2019,1,A,골목상권,1000090,금호산길,901630,419006,482625,183719,95255,138659,133895,118256,231847
2019,1,A,골목상권,1000091,둘레9길,500852,259985,240867,75027,64463,70276,78671,100730,111686
2019,1,A,골목상권,1000092,뚝섬로5길,307134,157286,149849,40047,52848,67148,53884,42980,50227
2019,1,A,골목상권,1000093,마장로27길,311652,148282,163371,33953,43930,49507,50049,56907,77307
2019,1,A,골목상권,1000094,마장로39길,390355,191997,198358,50199,59660,67720,61582,58109,93084
2019,1,A,골목상권,1000095,마조로16길,613258,294008,319250,88014,99804,80683,84356,89182,171220
2019,1,A,골목상권,1000096,마조로1길,470044,215368,254677,61590,187099,65825,46148,43799,65586
2019,1,A,골목상권,1000097,매봉길,266920,119324,147596,42091,29039,46043,41618,35306,72824
2019,1,A,골목상권,1000098,무수막길,968911,447991,520921,188934,103188,161281,149769,126398,239339
2019,1,A,골목상권,1000099,무학로6길,787586,383708,403878,103469,139022,120473,118474,132834,173315
2019,1,A,골목상권,1000100,무학봉28길,319930,144773,175157,43152,57241,48236,46318,48474,76510
2019,1,A,골목상권,1000101,무학봉길,631485,281312,350174,125941,79265,102467,97422,84730,141659
2019,1,A,골목상권,1000102,사근동길,435711,222746,212966,68628,177172,46694,39249,34924,69044
2019,1,A,골목상권,1000103,상원12길,599532,296941,302591,73472,97065,122216,93281,87652,125847
2019,1,A,골목상권,1000104,상원길,558937,275454,283483,60233,90367,121174,89346,81303,116512
2019,1,A,골목상권,1000105,서울숲2길,877963,427646,450316,89102,154246,178157,142756,123742,189961
2019,1,A,골목상권,1000106,성덕정17길,858996,446504,412494,102331,105256,142264,138967,172913,197267
2019,1,A,골목상권,1000107,성덕정길,408429,210492,197938,69911,52923,63373,65459,75471,81292
2019,1,A,골목상권,1000108,성수이로18길,345605,190831,154774,24533,66385,73109,63624,61792,56160
2019,1,A,골목상권,1000109,성수이로7길,489604,263262,226342,36960,102828,111063,84139,75251,79363
2019,1,A,골목상권,1000110,성수일로6길,588729,317903,270825,49109,128519,132162,101257,86296,91387
2019,1,A,골목상권,1000111,송정12라길,423035,208187,214848,47002,86117,73351,62658,60459,93448
2019,1,A,골목상권,1000112,송정4가길,816077,414725,401352,75381,179417,153798,126056,115199,166225
2019,1,A,골목상권,1000113,아차산로11길,350316,189648,160667,21808,67056,80928,65845,58565,56113
2019,1,A,골목상권,1000114,아차산로15길,310051,168841,141210,18710,62119,71312,59333,51252,47325
2019,1,A,골목상권,1000115,아차산로5길,374166,195749,178415,34113,69891,78681,63010,58252,70218
2019,1,A,골목상권,1000116,왕십리로14길,585619,298313,287304,61862,112685,123188,90962,84071,112850
2019,1,A,골목상권,1000117,왕십리로21길,620458,279108,341350,117006,88443,92969,98270,86525,137244
2019,1,A,골목상권,1000118,왕십리로26길,1037576,491413,546163,115299,226186,166944,154197,159587,215362
2019,1,A,골목상권,1000119,왕십리로31길,960591,411559,549032,130286,160956,182248,139804,127201,220095
2019,1,A,골목상권,1000120,왕십리로6길,934010,477919,456091,81782,188521,212312,168986,130622,151785
2019,1,A,골목상권,1000121,용답29길,755129,367195,387933,81814,117580,111883,122115,124122,197617
2019,1,A,골목상권,1000122,용답중앙길,335971,160737,175235,33901,53095,48941,50968,57175,91891
2019,1,A,골목상권,1000123,장터길,334756,159372,175384,55256,40115,48960,49169,48587,92670
2019,1,A,골목상권,1000124,청계천로10나길,507460,249173,258287,60632,61589,79515,89585,82306,133833
2019,1,A,골목상권,1000125,한림말3길,604980,265784,339196,101286,73729,92963,90014,76694,170293
2019,1,A,골목상권,1000126,한림말길,489982,215904,274078,80168,60451,78532,75526,65945,129363
2019,1,A,골목상권,1000127,광나루로12길,827475,415121,412354,64980,349812,142955,90998,77145,101585
2019,1,A,골목상권,1000128,광나루로24길,636696,322901,313796,66202,251223,107622,63189,60299,88162
2019,1,A,골목상권,1000129,광나루로36길,314550,146703,167847,54578,48382,53076,49786,45837,62892
2019,1,A,골목상권,1000130,광나루로37길,491548,228978,262571,87309,65434,81326,78893,75194,103392
2019,1,A,골목상권,1000131,광나루로40길,1372508,610583,761925,209576,200800,226227,215061,200671,320173
2019,1,A,골목상권,1000132,광나루로52길,1045259,476286,568972,194732,153736,167187,178368,129840,221394
2019,1,A,골목상권,1000133,긴고랑로20길,487181,233629,253553,64294,68328,89457,74843,79408,110852
2019,1,A,골목상권,1000134,긴고랑로7길,769161,364831,404329,112670,103584,123095,114632,133298,181881
2019,1,A,골목상권,1000135,긴고랑로8길,1097000,544362,552638,136851,163703,207105,157959,179755,251626
2019,1,A,골목상권,1000136,긴고랑로9길,650452,300170,350283,93601,83344,102429,93337,112964,164775
2019,1,A,골목상권,1000137,능동로13길,1388068,662536,725532,129187,569403,224687,142071,130579,192141
2019,1,A,골목상권,1000138,능동로19길,510702,242732,267969,45770,221038,82062,45965,48805,67062
2019,1,A,골목상권,1000139,능동로34길,710198,321355,388844,84344,131639,151813,99426,91239,151737
2019,1,A,골목상권,1000140,능동로3길,1422055,689510,732544,174365,193097,225191,221585,243356,364462
2019,1,A,골목상권,1000141,능동로4길,842684,401291,441392,175772,94196,120759,135993,129298,186664
2019,1,A,골목상권,1000142,동일로18길,587832,284526,303307,51931,136443,95235,83719,97055,123450
2019,1,A,골목상권,1000143,동일로24길,1239447,602657,636790,113823,433009,222396,151104,136002,183113
2019,1,A,골목상권,1000144,뚝섬로23길,690834,339865,350969,68775,111910,101146,101589,131567,175846
2019,1,A,골목상권,1000145,뚝섬로24길,647713,327397,320315,63456,82056,105198,104287,122545,170170
2019,1,A,골목상권,1000146,뚝섬로48길,989129,456496,532633,172787,125734,178924,158620,148822,204241
2019,1,A,골목상권,1000147,뚝섬로54길,478767,223595,255175,77077,62744,87570,75892,68041,107443
2019,1,A,골목상권,1000148,뚝섬로58길,695284,331810,363475,114850,90698,125757,107228,94393,162358
2019,1,A,골목상권,1000149,뚝섬로64길,703917,333031,370886,102741,109138,110400,96536,104658,180444
2019,1,A,골목상권,1000150,면목로17길,1710749,798937,911812,196878,207543,266164,242349,330102,467713
2019,1,A,골목상권,1000151,아차산로40길,568837,256350,312487,84173,103965,100457,81076,83669,115500
2019,1,A,골목상권,1000152,아차산로51길,658303,310007,348296,79322,134091,115687,94419,90797,143987
2019,1,A,골목상권,1000153,아차산로55길,1181788,577377,604411,132960,232736,217878,187458,166973,243783
2019,1,A,골목상권,1000154,아차산로65길,994659,456485,538175,262499,117751,124597,168438,129425,191948
2019,1,A,골목상권,1000155,아차산로78길,223498,107709,115788,20541,30792,35580,36358,37371,62855
2019,1,A,골목상권,1000156,용마산로21길,1661893,764365,897528,255706,237418,264741,248200,258641,397189
2019,1,A,골목상권,1000157,용마산로3길,780635,364496,416140,114499,121442,150804,113858,119666,160366
2019,1,A,골목상권,1000158,자양로11길,2148287,1005016,1143272,239790,339973,343782,305495,361938,557311
2019,1,A,골목상권,1000159,자양로15길,936614,436892,499722,96892,164859,154677,138543,149713,231934
2019,1,A,골목상권,1000160,자양로26길,1188453,538226,650227,168865,208645,216998,182516,160216,251214
2019,1,A,골목상권,1000161,자양로45길,1095642,485749,609893,161879,147437,173068,161780,174624,276856
2019,1,A,골목상권,1000162,자양로50길,953474,429540,523933,181477,111980,140631,133520,141317,244549
2019,1,A,골목상권,1000163,자양로53길,503561,228461,275099,71235,62491,75156,71720,82021,140935
2019,1,A,골목상권,1000164,자양번영로3길,1284222,612396,671825,262183,141291,195907,207724,197108,280010
2019,1,A,골목상권,1000165,천호대로109길,926219,437253,488966,108975,165699,188180,134792,137586,190988
2019,1,A,골목상권,1000166,천호대로123길,650781,297243,353537,95366,96799,117463,95977,103020,142154
2019,1,A,골목상권,1000167,천호대로129길,934621,412191,522430,163172,121368,139881,134809,140399,234990
2019,1,A,골목상권,1000168,경희대로3길,280924,126613,154310,36343,88105,37933,30974,29099,58469
2019,1,A,골목상권,1000169,경희대로4길,981010,446608,534402,137305,373158,120891,98394,87018,164243
2019,1,A,골목상권,1000170,난계로30길,294769,156384,138386,21139,41885,52350,51074,50632,77687
2019,1,A,골목상권,1000171,답십리로23길,1013635,492447,521189,157081,134897,159283,153454,153750,255171
2019,1,A,골목상권,1000172,답십리로56길,1273991,569413,704578,209786,130481,162679,199969,188750,382328
2019,1,A,골목상권,1000173,답십리로60길,207323,97920,109403,30044,22866,31397,31972,34420,56625
2019,1,A,골목상권,1000174,답십리로63길,317653,146546,171107,47425,37551,43216,51699,50906,86860
2019,1,A,골목상권,1000175,답십리로64길,722156,344648,377508,91497,89275,129861,116225,117993,177303
2019,1,A,골목상권,1000176,답십리로68길,644164,316237,327927,70793,103233,134548,110239,92272,133081
2019,1,A,골목상권,1000177,답십리로69길,527453,262696,264757,110292,52698,81736,88703,69175,124849
2019,1,A,골목상권,1000178,답십리로72길,410138,196656,213481,61433,52844,75915,69146,54982,95818
2019,1,A,골목상권,1000179,망우로18가길,732758,370481,362279,88897,285807,80561,72005,73500,131989
2019,1,A,골목상권,1000180,망우로18길,757320,374013,383307,90674,221083,91184,93895,102627,157856
2019,1,A,골목상권,1000181,망우로21길,308483,150912,157570,36214,77456,42039,39348,42521,70907
2019,1,A,골목상권,1000182,무학로16길,372128,188550,183579,44391,45421,59214,65052,63964,94086
2019,1,A,골목상권,1000183,무학로45길,796795,447059,349736,99872,222198,117532,99391,99764,158038
2019,1,A,골목상권,1000184,사가정로13길,389035,178054,210980,77578,43876,53430,59936,56884,97329
2019,1,A,골목상권,1000185,사가정로23가길,686839,312046,374794,135823,72903,84874,108867,97883,186490
2019,1,A,골목상권,1000186,사가정로2길,579629,260738,318891,101895,80892,82505,86057,85315,142965
2019,1,A,골목상권,1000187,서울시립대로16길,993858,472371,521486,165932,127346,143703,147259,155285,254333
2019,1,A,골목상권,1000188,서울시립대로29길,1911377,945327,966048,269753,589631,239833,204656,216672,390832
2019,1,A,골목상권,1000189,서울시립대로4길,872201,421097,451105,144975,109220,162957,132214,127492,195344
2019,1,A,골목상권,1000190,약령시로17길,729946,362985,366960,58893,86525,89650,95395,120088,279394
2019,1,A,골목상권,1000191,왕산로32길,505967,242218,263748,38142,80261,82564,65751,75283,163965
2019,1,A,골목상권,1000192,왕산로33길,490721,238023,252699,25107,43176,47075,55969,90141,229255
2019,1,A,골목상권,1000193,왕산로43길,1279905,589704,690202,149821,160465,150965,168051,206956,443649
2019,1,A,골목상권,1000194,이문로42길,1316918,637637,679282,212328,241980,162657,184263,175360,340331
2019,1,A,골목상권,1000195,장한로14길,256320,123138,133182,49747,25746,43933,40273,32642,63980
2019,1,A,골목상권,1000196,장한로25길,284098,134489,149609,40970,37163,47659,45669,46734,65903
2019,1,A,골목상권,1000197,장한로26가길,285619,139590,146028,32429,45577,59142,47222,38915,62333
2019,1,A,골목상권,1000198,장한로26길,665535,314159,351376,109569,77095,115267,117407,90560,155636
2019,1,A,골목상권,1000199,장한로27가길,327356,155547,171808,52031,39316,46056,53841,53391,82721
2019,1,A,골목상권,1000200,장한로27길,478713,226860,251853,79194,56797,71723,75982,82851,112168
2019,1,A,골목상권,1000201,장한로5길,714242,364640,349602,65038,100944,128348,119661,127109,173144
2019,1,A,골목상권,1000202,장한로8길,598045,304108,293937,64552,78470,106114,97950,99702,151259
2019,1,A,골목상권,1000203,전농로29길,1038234,496581,541654,185174,157051,126618,142598,159464,267329
2019,1,A,골목상권,1000204,전농로3길,546048,248944,297103,110927,55169,70202,84892,81904,142952
2019,1,A,골목상권,1000205,전농로4길,539526,259935,279592,70867,58048,75568,91044,89171,154829
2019,1,A,골목상권,1000206,제기로21길,896367,429693,466673,102579,113251,122668,119104,138762,300003
2019,1,A,골목상권,1000207,제기로5길,395389,201709,193679,38225,175834,47960,40565,36978,55827
2019,1,A,골목상권,1000208,천장산로7길,728546,353193,375353,106926,337764,61553,51863,58184,112256
2019,1,A,골목상권,1000209,천호대로12길,255064,131715,123349,27916,31202,42466,43473,45850,64157
2019,1,A,골목상권,1000210,천호대로17길,1196396,587884,608512,136690,199150,174106,180705,176491,329255
2019,1,A,골목상권,1000211,천호대로45길,1089884,523846,566036,93928,172100,176778,150196,152386,344496
2019,1,A,골목상권,1000212,천호대로77길,491316,250141,241175,56771,63002,86386,78594,81732,124828
2019,1,A,골목상권,1000213,천호대로97길,749971,374746,375226,103255,87875,131147,119485,122132,186078
2019,1,A,골목상권,1000214,한천로14길,716786,349164,367621,72115,88955,122897,116331,129756,186732
2019,1,A,골목상권,1000215,한천로33길,417892,189331,228561,71479,44348,55675,67554,64558,114279
2019,1,A,골목상권,1000216,한천로40길,406855,187014,219840,64238,45798,51746,65617,64825,114631
2019,1,A,골목상권,1000217,한천로46길,649671,296928,352743,138003,66119,78972,101051,90540,174985
2019,1,A,골목상권,1000218,휘경로14길,625891,303206,322685,68116,107851,86490,91741,91438,180253
2019,1,A,골목상권,1000219,휘경로23길,853378,406029,447349,91488,121188,123522,134292,134996,247891
2019,1,A,골목상권,1000220,휘경로2길,554139,272484,281654,78376,205526,66485,59881,54859,89012
2019,1,A,골목상권,1000221,휘경로3길,850323,411565,438759,101172,216822,115319,112859,107792,196359
2019,1,A,골목상권,1000222,겸재로29길,848667,391924,456744,99434,112546,132856,117643,144798,241392
2019,1,A,골목상권,1000223,겸재로36길,784280,365280,418999,95272,102244,123347,119330,135888,208199
2019,1,A,골목상권,1000224,겸재로54길,1107505,503330,604174,151188,154836,168216,167208,189381,276677
2019,1,A,골목상권,1000225,공릉로12가길,481865,235041,246824,114286,70096,67012,72724,58009,99738
2019,1,A,골목상권,1000226,공릉로2길,1251468,557688,693780,158472,162099,191957,173125,187603,378213
2019,1,A,골목상권,1000227,답십리로75길,587907,276910,310997,91680,64209,94507,97190,98068,142255
2019,1,A,골목상권,1000228,동일로100길,951562,453286,498275,153938,117072,152291,141606,150063,236594
2019,1,A,골목상권,1000229,동일로101길,692790,339417,353372,127427,72269,86449,109719,122998,173929
2019,1,A,골목상권,1000230,동일로112길,1359557,638255,721302,130093,229938,234634,189740,226663,348489
2019,1,A,골목상권,1000231,동일로123길,767585,353928,413657,105931,94928,101113,103827,140363,221423
2019,1,A,골목상권,1000232,동일로130길,924617,422177,502440,168491,118308,140287,116525,145049,235957
2019,1,A,골목상권,1000233,동일로139가길,880375,417891,462484,138042,111350,126599,122948,149123,232312
2019,1,A,골목상권,1000234,동일로139길,573279,271586,301692,86748,71606,71777,81116,106948,155083
2019,1,A,골목상권,1000235,동일로140길,541289,254485,286803,100829,66366,77161,70907,84623,141403
2019,1,A,골목상권,1000236,동일로149길,478588,213752,264836,77135,58802,68896,72789,77561,123407
2019,1,A,골목상권,1000237,동일로157길,894249,403787,490461,110623,134306,143793,128462,139813,237253
2019,1,A,골목상권,1000238,동일로163길,753121,347036,406084,105100,97058,118816,112631,122062,197453
2019,1,A,골목상권,1000239,망우로68길,611739,291554,320186,73722,68019,72066,85280,118316,194337
2019,1,A,골목상권,1000240,망우로73길,405868,185810,220059,77827,43455,56525,55626,62782,109652
2019,1,A,골목상권,1000241,면목로21길,426037,203415,222623,61757,51629,68601,67463,73817,102770
2019,1,A,골목상권,1000242,면목로33길,1648918,782889,866029,297047,179886,237569,244409,252175,437833
2019,1,A,골목상권,1000243,면목로45길,557031,265082,291950,64970,80378,80974,85770,93734,151205
2019,1,A,골목상권,1000244,면목로48길,664004,320835,343169,100424,98190,101564,94748,100073,169006
2019,1,A,골목상권,1000245,면목로49길,674798,316618,358180,90950,94330,98595,107565,109152,174207
2019,1,A,골목상권,1000246,면목로55길,652931,307077,345853,111541,76897,92082,112902,108404,151103
2019,1,A,골목상권,1000247,면목로56길,1034524,473515,561009,165566,136713,149627,162044,167608,252966
2019,1,A,골목상권,1000248,면목로78길,1601258,719841,881417,217792,227890,248209,207656,261273,438437
2019,1,A,골목상권,1000249,봉우재로33길,881853,421622,460231,78591,154226,158807,126109,142074,222046
2019,1,A,골목상권,1000250,봉화산로30길,1334246,617273,716973,227776,185387,220980,163130,203672,333302
2019,1,A,골목상권,1000251,봉화산로4길,778917,374837,404081,109764,87759,87530,116343,149822,227698
2019,1,A,골목상권,1000252,봉화산로56길,1019468,457984,561484,225782,116880,131155,142315,167531,235805
2019,1,A,골목상권,1000253,사가정로42길,579067,263871,315196,70574,62584,79801,88540,104023,173547
2019,1,A,골목상권,1000254,사가정로54길,703835,329870,373966,85109,95239,105734,100282,109991,207481
2019,1,A,골목상권,1000255,신내로7가길,1131613,524954,606659,251639,129053,161334,170029,178383,241174
2019,1,A,골목상권,1000256,용마산로100길,641645,305816,335828,97705,77528,88465,87665,105259,185023
2019,1,A,골목상권,1000257,용마산로112길,1246277,581714,664564,174646,138114,158067,171165,226422,377864
2019,1,A,골목상권,1000258,용마산로118길,615827,285387,330442,109716,65944,82461,89282,105036,163389
2019,1,A,골목상권,1000259,용마산로94길,429490,208291,221198,58697,54019,59385,57343,70810,129236
2019,1,A,골목상권,1000260,중랑천로10길,860138,408054,452084,86650,133071,136457,141358,156859,205745
2019,1,A,골목상권,1000261,길음로7길,346818,157618,189201,66028,37651,46698,54420,48500,93520
2019,1,A,골목상권,1000262,돌곶이로14길,449304,210032,239273,66031,58730,50982,70877,68744,133941
2019,1,A,골목상권,1000263,돌곶이로22길,493325,226948,266377,68765,64142,59266,75459,79481,146212
2019,1,A,골목상권,1000264,돌곶이로27길,871567,410436,461131,115499,106318,100351,136959,137504,274935
2019,1,A,골목상권,1000265,돌곶이로28길,264101,128647,135455,24402,33592,33844,42098,50115,80049
2019,1,A,골목상권,1000266,돌곶이로41길,505888,238803,267086,88055,47404,65546,83127,88397,133359
2019,1,A,골목상권,1000267,돌곶이로8길,607699,301381,306320,106220,72319,69003,96152,92502,171503
2019,1,A,골목상권,1000268,동소문로13길,960048,421600,538449,188166,168988,121286,134713,131192,215707
2019,1,A,골목상권,1000269,동소문로15길,481933,207587,274346,91541,124624,68753,62606,51475,82932
2019,1,A,골목상권,1000270,동소문로26가길,1609620,653923,955697,240236,478024,234939,189041,170961,296419
2019,1,A,골목상권,1000271,동소문로2길,326824,147406,179418,55899,60967,47168,47244,46830,68718
2019,1,A,골목상권,1000272,동소문로6길,175028,78076,96950,24602,39461,28787,25117,24311,32750
2019,1,A,골목상권,1000273,보국문로16길,499676,232332,267345,75236,77748,65397,70983,67046,143264
2019,1,A,골목상권,1000274,보문로13길,1169622,557042,612581,178432,176043,170292,166437,191835,286585
2019,1,A,골목상권,1000275,보문로26길,571108,257670,313439,79890,148433,75792,67146,74617,125230
2019,1,A,골목상권,1000276,보문로31길,607946,276740,331205,80069,131512,98203,87592,82109,128461
2019,1,A,골목상권,1000277,보문로32길,1208814,492818,715996,174212,399045,188596,151647,121343,173969
2019,1,A,골목상권,1000278,삼선교로10길,917491,414628,502862,135722,175120,134748,139068,125753,207077
