기준년,분기,상권구분코드,상권구분코드명,상권코드,상권코드명,총유동인구,남성유동인구,여성유동인구,10대유동인구,20대유동인구,30대유동인구,40대유동인구,50대유동인구,60대이상유동인구
2018,1,A,골목상권,1000037,동호로20길,569349,276749,292599,56889,107611,101416,91975,79173,132284
2018,1,A,골목상권,1000038,동호로8길,243850,107680,136168,27237,34748,44833,35807,32903,68319
2018,1,A,골목상권,1000039,명동길,166055,83588,82467,9907,40178,39132,32006,20739,24093
2018,1,A,골목상권,1000040,삼일대로4길,330954,172519,158435,17290,72529,75393,66006,45503,54233
2018,1,A,골목상권,1000041,장충단로8길,396163,196460,199701,26540,79832,73889,62775,61504,91625
2018,1,A,골목상권,1000042,청구로17길,616049,291338,324711,76444,105900,104016,99257,91024,139409
2018,1,A,골목상권,1000043,청구로1길,876749,401994,474755,136723,115411,139208,130114,134070,221225
2018,1,A,골목상권,1000044,퇴계로12길,191521,85145,106377,13224,27475,37594,35751,30311,47165
2018,1,A,골목상권,1000045,퇴계로18길,137730,68979,68751,14321,24481,28025,26011,18409,26484
2018,1,A,골목상권,1000046,퇴계로46길,645759,329884,315877,59432,182930,117212,95065,80200,110919
2018,1,A,골목상권,1000047,퇴계로56길,394490,200013,194476,24331,79634,76667,60324,63702,89834
2018,1,A,골목상권,1000048,퇴계로8길,220202,100758,119443,13592,29260,41780,41566,36999,57006
2018,1,A,골목상권,1000049,퇴계로90길,1187368,547695,639673,169247,168400,200380,180330,188109,280900
2018,1,A,골목상권,1000050,녹사평대로11길,36121,16998,19123,6369,4375,5179,6748,4480,8970
2018,1,A,골목상권,1000051,녹사평대로26길,241667,120530,121137,16767,61826,51122,33835,29650,48467
2018,1,A,골목상권,1000052,녹사평대로32길,358029,176713,181315,20564,122871,77800,41862,36386,58548
2018,1,A,골목상권,1000053,녹사평대로40나길,417258,209671,207588,32978,108332,89354,61676,45160,79759
2018,1,A,골목상권,1000054,녹사평대로46길,230912,107963,122949,19754,46664,52716,36835,25306,49637
2018,1,A,골목상권,1000055,대사관로34길,316048,151192,164856,20010,59788,77835,52031,39149,67236
2018,1,A,골목상권,1000056,두텁바위로1길,357908,181101,176808,44539,60004,57518,57284,51723,86841
2018,1,A,골목상권,1000057,백범로79길,1117665,510991,606676,219013,165702,186832,173165,140701,232252
2018,1,A,골목상권,1000058,백범로90길,1219927,585951,633975,152248,218718,290499,200106,152042,206312
2018,1,A,골목상권,1000059,서빙고로71길,440209,213429,226779,68588,50624,59300,79166,55811,126719
2018,1,A,골목상권,1000060,소월로20길,1101870,502043,599828,131363,163728,225369,156368,132612,292432
2018,1,A,골목상권,1000061,신흥로20길,586167,278592,307576,70594,89796,109659,91989,81220,142908
2018,1,A,골목상권,1000062,우사단로10길,556184,272274,283909,43458,109238,135386,90203,65700,112199
2018,1,A,골목상권,1000063,우사단로14길,357607,186062,171543,24966,86769,91411,59455,39955,55052
2018,1,A,골목상권,1000064,우사단로4길,828590,412471,416119,70218,171598,169221,124888,107538,185129
2018,1,A,골목상권,1000065,원효로19길,524481,254125,270356,82128,63135,92921,94420,72203,119675
2018,1,A,골목상권,1000066,원효로41길,262499,131564,130933,35776,32259,46020,48116,36077,64251
2018,1,A,골목상권,1000067,원효로53길,442933,214487,228448,63638,62065,77244,66035,60696,113255
2018,1,A,골목상권,1000068,원효로89길,555607,266801,288807,88482,112076,109673,92234,59108,94035
2018,1,A,골목상권,1000069,이촌로22길,277644,127835,149808,34713,30423,42711,45979,39871,83946
2018,1,A,골목상권,1000070,이태원로27길,475881,241497,234383,30751,165116,110829,59356,45554,64276
2018,1,A,골목상권,1000071,이태원로54길,342439,161788,180651,19461,83124,95956,57614,33616,52670
2018,1,A,골목상권,1000072,장문로45길,685132,327497,357637,65752,117535,132755,105507,94251,169332
2018,1,A,골목상권,1000073,청파로47길,1016012,390184,625827,143464,342672,150950,114700,92225,172000
2018,1,A,골목상권,1000074,청파로47나길,476224,205620,270604,63400,124289,86984,61796,55320,84436
2018,1,A,골목상권,1000075,청파로71길,1158887,558965,599922,168745,204621,189267,190469,172311,233473
2018,1,A,골목상권,1000076,청파로73길,532586,272118,260468,62107,86851,96561,88647,83050,115370
2018,1,A,골목상권,1000077,한강대로104길,866518,451135,415384,65207,144531,179030,166146,136830,174776
2018,1,A,골목상권,1000078,한강대로15길,289185,151990,137196,25523,46217,54081,51115,41307,70942
2018,1,A,골목상권,1000079,한강대로43길,648948,333138,315811,42099,110060,160338,124664,79899,131888
2018,1,A,골목상권,1000080,한강대로52길,360791,190754,170037,24081,70986,88912,68503,47024,61286
2018,1,A,골목상권,1000081,한강대로62길,158451,83604,74847,11418,27301,32550,28990,23599,34590
2018,1,A,골목상권,1000082,한강대로7길,385229,199793,185436,32213,59050,71880,68738,56588,96760
2018,1,A,골목상권,1000083,한강대로88길,63002,33748,29253,6876,12204,10153,10009,9361,14397
2018,1,A,골목상권,1000084,한남대로20길,216676,97111,119563,15076,33681,55926,42303,27421,42266
2018,1,A,골목상권,1000085,회나무로13길,519286,235599,283687,43665,88308,122096,76720,58106,130391
2018,1,A,골목상권,1000086,효창원로39길,793839,350416,443423,135270,94284,123572,125923,107618,207171
2018,1,A,골목상권,1000087,후암로28길,1265428,574605,690823,206208,173457,211760,207305,165241,301458
2018,1,A,골목상권,1000088,고산자로6길,1414862,678557,736305,208444,248776,227203,211985,203740,314714
2018,1,A,골목상권,1000089,금호산2길,630518,295966,334552,123399,64934,96860,93489,87962,163873
2018,1,A,골목상권,1000090,금호산길,845554,380103,465452,154567,91135,129576,126242,119493,224544
2018,1,A,골목상권,1000091,둘레9길,500937,258617,242320,72744,66101,68659,80219,97807,115407
2018,1,A,골목상권,1000092,뚝섬로5길,268463,133172,135292,37413,43319,57136,46722,35108,48766
2018,1,A,골목상권,1000093,마장로27길,389476,184702,204774,48278,56981,60286,63693,67006,93232
2018,1,A,골목상권,1000094,마장로39길,358276,178588,179688,50081,46595,57872,58500,56216,89012
2018,1,A,골목상권,1000095,마조로16길,692563,329034,363529,101246,118876,89873,95154,100851,186563
2018,1,A,골목상권,1000096,마조로1길,468712,225016,243696,60164,205964,64701,43709,39239,54935
2018,1,A,골목상권,1000097,매봉길,245452,109382,136069,38807,28224,44876,38600,31449,63497
2018,1,A,골목상권,1000098,무수막길,962822,434751,528071,183191,99899,148754,145334,134085,251559
2018,1,A,골목상권,1000099,무학로6길,864000,413184,450816,137771,144297,129454,126873,142150,183453
2018,1,A,골목상권,1000100,무학봉28길,207273,96063,111210,23227,38338,32243,31218,33850,48398
2018,1,A,골목상권,1000101,무학봉길,379541,171734,207807,67911,50360,64434,58464,51323,87048
2018,1,A,골목상권,1000102,사근동길,282367,150342,132025,44464,115777,31344,24026,22843,43913
2018,1,A,골목상권,1000103,상원12길,626520,315854,310666,79562,111071,120122,94687,97159,123919
2018,1,A,골목상권,1000104,상원길,629877,315348,314529,73240,107946,125390,102104,96886,124311
2018,1,A,골목상권,1000105,서울숲2길,1161033,554397,606636,152226,192019,210530,174814,166155,265288
2018,1,A,골목상권,1000106,성덕정17길,871998,444189,427809,100758,111493,146202,144051,169475,200021
2018,1,A,골목상권,1000107,성덕정길,447622,226833,220790,75285,55379,67708,74067,79523,95661
2018,1,A,골목상권,1000108,성수이로18길,451514,247969,203545,34601,84257,91108,81978,81218,78354
2018,1,A,골목상권,1000109,성수이로7길,443947,235800,208147,35425,87481,97779,74450,71668,77144
2018,1,A,골목상권,1000110,성수일로6길,422895,223301,199595,40984,83597,89851,69487,65385,73592
2018,1,A,골목상권,1000111,송정12라길,392403,201028,191375,48570,77899,70774,58737,57552,78871
2018,1,A,골목상권,1000112,송정4가길,691767,359014,332753,61411,147310,133691,110089,107221,132043
2018,1,A,골목상권,1000113,아차산로11길,352832,190756,162077,21507,66078,81745,67582,58695,57225
2018,1,A,골목상권,1000114,아차산로15길,301416,162806,138609,19441,58475,68039,58735,49703,47022
2018,1,A,골목상권,1000115,아차산로5길,362847,191242,171605,34262,64905,74469,57129,56586,75495
2018,1,A,골목상권,1000116,왕십리로14길,605070,308197,296872,64606,118602,121181,94442,89732,116507
2018,1,A,골목상권,1000117,왕십리로21길,703857,321920,381938,121287,111924,112053,107117,95966,155509
2018,1,A,골목상권,1000118,왕십리로26길,905188,426946,478242,103505,196941,143911,137843,140083,182905
2018,1,A,골목상권,1000119,왕십리로31길,1285034,566171,718862,166931,214371,229428,178030,184556,311718
2018,1,A,골목상권,1000120,왕십리로6길,1110577,571617,538959,87588,222734,237668,197960,166288,198338
2018,1,A,골목상권,1000121,용답29길,727281,350198,377083,78686,120131,116641,116460,114275,181089
2018,1,A,골목상권,1000122,용답중앙길,388904,184537,204366,43270,65012,57777,59160,60814,102872
2018,1,A,골목상권,1000123,장터길,328008,151424,176584,49633,40167,49989,47055,48289,92876
2018,1,A,골목상권,1000124,청계천로10나길,505197,252761,252436,53745,63523,86923,89233,83297,128477
2018,1,A,골목상권,1000125,한림말3길,791943,356476,435467,112056,106396,125003,118287,103020,227184
2018,1,A,골목상권,1000126,한림말길,486309,212571,273738,72314,60572,83334,72903,66394,130792
2018,1,A,골목상권,1000127,광나루로12길,779488,399143,380345,66841,326290,137662,84818,78077,85802
2018,1,A,골목상권,1000128,광나루로24길,691002,357503,333500,70841,265042,116750,69892,67988,100487
2018,1,A,골목상권,1000129,광나루로36길,360291,174898,185393,61589,56767,63842,53577,52155,72361
2018,1,A,골목상권,1000130,광나루로37길,261104,126542,134562,47699,32590,40806,40917,40469,58624
2018,1,A,골목상권,1000131,광나루로40길,1463307,670443,792865,223525,216998,243259,214049,220615,344862
2018,1,A,골목상권,1000132,광나루로52길,959171,430505,528666,175319,135499,159007,160286,131000,198059
2018,1,A,골목상권,1000133,긴고랑로20길,619628,294000,325629,72737,90359,105435,100612,101586,148901
2018,1,A,골목상권,1000134,긴고랑로7길,869450,407339,462111,134347,111001,139384,125731,148226,210761
2018,1,A,골목상권,1000135,긴고랑로8길,1051781,513945,537837,128860,144563,196718,154202,175482,251957
2018,1,A,골목상권,1000136,긴고랑로9길,624531,285491,339041,91351,82987,100362,89851,104415,155565
2018,1,A,골목상권,1000137,능동로13길,1401090,673660,727431,126332,608943,228624,135428,118692,183073
2018,1,A,골목상권,1000138,능동로19길,463324,227531,235793,43768,206963,75871,38580,44536,53605
2018,1,A,골목상권,1000139,능동로34길,847498,382172,465325,97332,162897,189489,115878,105484,176416
2018,1,A,골목상권,1000140,능동로3길,1583519,758110,825410,203017,200688,275858,238118,281918,383920
2018,1,A,골목상권,1000141,능동로4길,856518,403088,453431,162602,96393,134755,138803,132663,191303
2018,1,A,골목상권,1000142,동일로18길,632650,301845,330806,59214,151158,97344,89644,102676,132613
2018,1,A,골목상권,1000143,동일로24길,1309597,637456,672141,119958,487541,231357,155439,127311,187991
2018,1,A,골목상권,1000144,뚝섬로23길,818206,389613,428593,87669,127350,121870,125784,151100,204434
2018,1,A,골목상권,1000145,뚝섬로24길,528283,266166,262119,57213,69627,88268,85026,103824,124325
2018,1,A,골목상권,1000146,뚝섬로48길,1073314,499216,574098,178297,145119,198514,170143,158042,223200
2018,1,A,골목상권,1000147,뚝섬로54길,553495,260556,292940,88702,69548,106023,87179,78876,123169
2018,1,A,골목상권,1000148,뚝섬로58길,633201,300111,333089,108641,79845,109998,100010,90055,144653
2018,1,A,골목상권,1000149,뚝섬로64길,748252,357973,390279,106688,117388,118126,109040,115843,181169
2018,1,A,골목상권,1000150,면목로17길,1574997,745268,829728,201861,193883,250219,222166,288829,418039
2018,1,A,골목상권,1000151,아차산로40길,610428,275491,334940,89705,114866,110560,84111,88260,122927
2018,1,A,골목상권,1000152,아차산로51길,622775,294531,328242,67078,125744,114159,89188,86773,139834
2018,1,A,골목상권,1000153,아차산로55길,1129776,554885,574891,131645,218861,211517,182241,154532,230982
2018,1,A,골목상권,1000154,아차산로65길,860702,397054,463648,205400,99940,113555,146792,116838,178177
2018,1,A,골목상권,1000155,아차산로78길,296738,145275,151464,28137,39314,47483,47869,48752,85184
2018,1,A,골목상권,1000156,용마산로21길,1810935,819178,991757,252970,254406,294424,267317,283468,458349
2018,1,A,골목상권,1000157,용마산로3길,643487,296739,346749,83130,103420,131371,96064,95989,133514
2018,1,A,골목상권,1000158,자양로11길,2286611,1064410,1222203,267406,359946,372840,329512,375129,581778
2018,1,A,골목상권,1000159,자양로15길,919243,430454,488790,99753,159022,148040,132606,149560,230262
2018,1,A,골목상권,1000160,자양로26길,1214509,546224,668284,179575,215948,221952,182245,161429,253363
2018,1,A,골목상권,1000161,자양로45길,1000536,438339,562196,131205,140034,164694,149491,159030,256081
2018,1,A,골목상권,1000162,자양로50길,981579,419566,562014,175838,121031,154331,140286,142606,247487
2018,1,A,골목상권,1000163,자양로53길,457139,206082,251057,65294,58547,67767,67158,73383,124989
2018,1,A,골목상권,1000164,자양번영로3길,1238430,580554,657876,244506,140793,191362,197649,193694,270426
2018,1,A,골목상권,1000165,천호대로109길,755504,355205,400299,80260,133179,157108,113936,114426,156594
2018,1,A,골목상권,1000166,천호대로123길,619523,278733,340790,85580,94369,115969,90208,93638,139758
2018,1,A,골목상권,1000167,천호대로129길,1037601,443221,594379,171228,138053,161454,152087,158358,256421
2018,1,A,골목상권,1000168,경희대로3길,303277,136430,166846,37234,97792,39240,33458,33001,62552
2018,1,A,골목상권,1000169,경희대로4길,1147541,515074,632467,159587,424586,136832,113553,104988,207995
2018,1,A,골목상권,1000170,난계로30길,293297,158036,135261,22703,41750,52476,50462,51090,74817
2018,1,A,골목상권,1000171,답십리로23길,1300126,642526,657600,188423,186080,210430,202356,191221,321614
2018,1,A,골목상권,1000172,답십리로56길,1228776,552852,675924,187898,133709,145602,190816,190568,380184
2018,1,A,골목상권,1000173,답십리로60길,170346,80236,90110,26247,18426,24562,26894,27379,46838
2018,1,A,골목상권,1000174,답십리로63길,395060,181865,213195,60372,44979,56135,65185,61631,106760
2018,1,A,골목상권,1000175,답십리로64길,549096,256801,292295,72114,64667,94605,87580,90272,139860
2018,1,A,골목상권,1000176,답십리로68길,479955,233393,246562,52435,73425,109151,83324,68588,93031
2018,1,A,골목상권,1000177,답십리로69길,528554,262394,266160,107440,50516,86373,88442,67755,128029
2018,1,A,골목상권,1000178,답십리로72길,383281,184391,198890,59065,49890,71860,63089,50612,88764
2018,1,A,골목상권,1000179,망우로18가길,1066123,537315,528809,142781,369976,121468,104807,117111,209981
2018,1,A,골목상권,1000180,망우로18길,794149,389258,404890,102914,226495,92751,92961,99708,179319
2018,1,A,골목상권,1000181,망우로21길,323072,157499,165573,40171,92922,42608,39095,39081,69193
2018,1,A,골목상권,1000182,무학로16길,389557,198887,190670,39837,47463,69164,68240,67292,97561
2018,1,A,골목상권,1000183,무학로45길,652298,362809,289489,82999,165649,92460,79143,87148,144899
2018,1,A,골목상권,1000184,사가정로13길,372514,170265,202250,73567,48862,46986,56103,51970,95026
2018,1,A,골목상권,1000185,사가정로23가길,647169,299812,347358,125505,72833,81420,104590,92314,170508
2018,1,A,골목상권,1000186,사가정로2길,472232,230304,241928,66346,65972,77646,73205,72219,116844
2018,1,A,골목상권,1000187,서울시립대로16길,936085,443999,492085,154272,117165,127109,147034,142410,248095
2018,1,A,골목상권,1000188,서울시립대로29길,2310744,1153337,1157407,296926,683532,312392,254085,260965,502843
2018,1,A,골목상권,1000189,서울시립대로4길,679250,338753,340497,106576,88491,112188,106416,99306,166273
2018,1,A,골목상권,1000190,약령시로17길,900530,435149,465381,70791,96901,103671,113396,150635,365135
2018,1,A,골목상권,1000191,왕산로32길,575598,279019,296580,52828,89250,88921,76179,92829,175591
2018,1,A,골목상권,1000192,왕산로33길,607134,295592,311541,30751,55686,58864,70822,112175,278835
2018,1,A,골목상권,1000193,왕산로43길,1133317,516470,616848,128572,139590,143800,142282,176377,402696
2018,1,A,골목상권,1000194,이문로42길,1340383,667526,672856,203101,262831,179103,183082,175556,336709
2018,1,A,골목상권,1000195,장한로14길,221815,107695,114121,40597,23562,40344,33749,28139,55425
2018,1,A,골목상권,1000196,장한로25길,224332,108653,115678,31272,28942,41851,38280,36649,47338
2018,1,A,골목상권,1000197,장한로26가길,252548,125167,127381,28956,40437,52876,41950,33879,54448
2018,1,A,골목상권,1000198,장한로26길,693702,326548,367154,114722,80831,118861,123453,95099,160735
2018,1,A,골목상권,1000199,장한로27가길,434397,208127,226271,64323,54129,67402,71682,67687,109176
2018,1,A,골목상권,1000200,장한로27길,734575,358777,375798,105714,99782,124494,126678,117204,160703
2018,1,A,골목상권,1000201,장한로5길,841636,421641,419995,73452,119481,151221,142472,145647,209361
2018,1,A,골목상권,1000202,장한로8길,584962,300544,284419,62501,79888,108476,95539,94655,143903
2018,1,A,골목상권,1000203,전농로29길,1031679,486445,545234,204497,151339,113629,148446,146840,266928
2018,1,A,골목상권,1000204,전농로3길,498949,235708,263241,94360,55634,66038,80732,77166,125020
2018,1,A,골목상권,1000205,전농로4길,449025,218736,230289,61568,50625,60314,74086,72136,130296
2018,1,A,골목상권,1000206,제기로21길,837452,402656,434796,84869,109426,119970,117411,135300,270477
2018,1,A,골목상권,1000207,제기로5길,599450,309049,290400,67582,228140,74811,63731,65368,99819
2018,1,A,골목상권,1000208,천장산로7길,741142,366943,374201,103867,349965,68726,56614,65148,96822
2018,1,A,골목상권,1000209,천호대로12길,255711,132409,123302,25203,30438,44379,45755,46920,63015
2018,1,A,골목상권,1000210,천호대로17길,1358756,672025,686732,142939,236788,215042,200663,195728,367597
2018,1,A,골목상권,1000211,천호대로45길,875529,427830,447697,94736,137313,138705,119034,128699,257040
2018,1,A,골목상권,1000212,천호대로77길,479357,232037,247319,52667,62635,85854,75680,77866,124655
2018,1,A,골목상권,1000213,천호대로97길,722885,355506,367379,99407,87639,129729,111350,109433,185326
2018,1,A,골목상권,1000214,한천로14길,773924,381132,392793,82577,98266,135006,125901,137139,195037
2018,1,A,골목상권,1000215,한천로33길,463901,212710,251190,72799,50870,62255,73823,72646,131507
2018,1,A,골목상권,1000216,한천로40길,470821,218962,251859,73854,50904,61765,73103,75726,135469
2018,1,A,골목상권,1000217,한천로46길,585372,269842,315532,119825,64246,73360,92230,82037,153673
2018,1,A,골목상권,1000218,휘경로14길,1009220,487603,521617,121903,241405,133125,135851,126878,250059
2018,1,A,골목상권,1000219,휘경로23길,971940,488058,483882,112634,160683,151758,134446,139737,272680
2018,1,A,골목상권,1000220,휘경로2길,702833,342972,359861,100033,272323,83436,74320,63954,108768
2018,1,A,골목상권,1000221,휘경로3길,1085431,546374,539054,128170,294224,154879,134668,127373,246117
2018,1,A,골목상권,1000222,겸재로29길,916062,418513,497548,105947,126972,148120,136916,152399,245708
2018,1,A,골목상권,1000223,겸재로36길,751723,343972,407751,104426,93974,121020,116753,123529,192021
2018,1,A,골목상권,1000224,겸재로54길,867490,402281,465209,131004,117874,134563,130824,135211,218015
2018,1,A,골목상권,1000225,공릉로12가길,272041,141388,130653,63273,56544,32065,36737,32882,50541
2018,1,A,골목상권,1000226,공릉로2길,1366323,603514,762809,193298,173189,211455,183195,190888,414299
2018,1,A,골목상권,1000227,답십리로75길,634465,296826,337640,107168,72478,100500,102303,103689,148328
2018,1,A,골목상권,1000228,동일로100길,954278,459857,494420,155956,118828,152301,142503,148518,236173
2018,1,A,골목상권,1000229,동일로101길,1065193,511036,554157,199829,124361,141814,166979,171284,260928
2018,1,A,골목상권,1000230,동일로112길,1563784,732902,830880,164837,248434,263587,223215,264293,399419
2018,1,A,골목상권,1000231,동일로123길,758577,354877,403699,107475,92514,95908,112375,144257,206047
2018,1,A,골목상권,1000232,동일로130길,676405,306967,369438,122319,87605,103837,89165,107953,165526
2018,1,A,골목상권,1000233,동일로139가길,814570,386603,427968,122285,105296,115291,113525,139094,219079
2018,1,A,골목상권,1000234,동일로139길,506383,243818,262565,68109,64100,65016,73973,96989,138197
2018,1,A,골목상권,1000235,동일로140길,568861,271563,297298,103433,70957,79495,73629,92203,149143
2018,1,A,골목상권,1000236,동일로149길,523349,244868,278481,75214,62692,74627,81967,88069,140781
2018,1,A,골목상권,1000237,동일로157길,877448,393480,483968,112864,129092,140223,123898,137353,234018
2018,1,A,골목상권,1000238,동일로163길,845514,387555,457958,129023,110884,127264,124741,135101,218500
2018,1,A,골목상권,1000239,망우로68길,595394,285366,310028,82718,68783,69835,80933,109602,183522
2018,1,A,골목상권,1000240,망우로73길,400007,182753,217255,82898,43656,54017,53507,60465,105464
2018,1,A,골목상권,1000241,면목로21길,441034,209287,231748,71502,57221,70538,70909,76019,94847
2018,1,A,골목상권,1000242,면목로33길,1523286,704850,818437,275984,167961,212012,221384,230503,415442
2018,1,A,골목상권,1000243,면목로45길,639496,304315,335180,78970,90978,100115,95745,103858,169829
2018,1,A,골목상권,1000244,면목로48길,728081,345503,382577,108871,110386,105989,104724,107139,190970
2018,1,A,골목상권,1000245,면목로49길,672873,315726,357147,92563,97093,108110,102503,102179,170423
2018,1,A,골목상권,1000246,면목로55길,622083,290051,332032,109767,76229,87622,104226,98994,145247
2018,1,A,골목상권,1000247,면목로56길,999562,463382,536181,164419,131944,142940,162598,159364,238296
2018,1,A,골목상권,1000248,면목로78길,1855460,845696,1009765,231769,257496,277000,271734,316873,500590
2018,1,A,골목상권,1000249,봉우재로33길,847947,405124,442823,82886,139073,141233,119067,142917,222772
2018,1,A,골목상권,1000250,봉화산로30길,897133,401723,495410,165514,118204,146143,114812,139000,213458
2018,1,A,골목상권,1000251,봉화산로4길,802296,389096,413199,98942,96259,96583,123675,162641,224196
2018,1,A,골목상권,1000252,봉화산로56길,1046911,476727,570184,224178,123423,139938,145149,170903,243320
2018,1,A,골목상권,1000253,사가정로42길,539044,256236,282807,71477,60964,78146,82745,98526,147186
2018,1,A,골목상권,1000254,사가정로54길,918093,428718,489375,126393,121631,138058,132034,142408,257568
2018,1,A,골목상권,1000255,신내로7가길,1106274,516578,589697,252238,128588,153711,170537,162881,238319
2018,1,A,골목상권,1000256,용마산로100길,648212,311469,336743,96740,80911,87100,95412,106070,181981
2018,1,A,골목상권,1000257,용마산로112길,1283013,599957,683056,175563,148337,156159,173121,226051,403780
2018,1,A,골목상권,1000258,용마산로118길,614059,285078,328983,105995,68084,81230,86838,102040,169874
2018,1,A,골목상권,1000259,용마산로94길,449539,218135,231404,62480,63176,60172,60883,74112,128718
2018,1,A,골목상권,1000260,중랑천로10길,953999,465447,488550,105980,145777,146515,155047,174255,226424
2018,1,A,골목상권,1000261,길음로7길,549150,249833,299317,111130,61298,79894,84223,73515,139089
2018,1,A,골목상권,1000262,돌곶이로14길,336723,161839,174884,48386,50011,43613,53404,51838,89472
2018,1,A,골목상권,1000263,돌곶이로22길,419223,202339,216883,52756,60166,54079,63285,69230,119708
2018,1,A,골목상권,1000264,돌곶이로27길,955248,447873,507375,139343,111831,110206,141443,151062,301365
2018,1,A,골목상권,1000265,돌곶이로28길,445063,218731,226332,45784,62559,57956,67975,77178,133610
2018,1,A,골목상권,1000266,돌곶이로41길,430658,207702,222955,79967,39879,57303,66216,75571,111725
2018,1,A,골목상권,1000267,돌곶이로8길,650721,332399,318322,110738,77918,82082,105381,99173,175429
2018,1,A,골목상권,1000268,동소문로13길,861929,392837,469092,151095,139493,109848,139282,123500,198709
2018,1,A,골목상권,1000269,동소문로15길,317209,141702,175507,58271,66113,44117,48585,38547,61576
2018,1,A,골목상권,1000270,동소문로26가길,1548166,636202,911964,235684,484026,230153,181998,156418,259888
2018,1,A,골목상권,1000271,동소문로2길,195660,89632,106028,31794,37814,28420,29540,27804,40290
2018,1,A,골목상권,1000272,동소문로6길,193598,88021,105578,29509,39338,29520,29123,27334,38777
2018,1,A,골목상권,1000273,보국문로16길,507698,237962,269737,84071,74510,66874,78386,65518,138339
2018,1,A,골목상권,1000274,보문로13길,1492922,717895,775027,211562,226943,214953,225032,241834,372598
2018,1,A,골목상권,1000275,보문로26길,319688,145761,173927,48576,81756,42038,38726,38925,69666
2018,1,A,골목상권,1000276,보문로31길,858579,394008,464572,122099,192069,134819,117468,117466,174657
