기준년,분기,상권구분코드,상권구분코드명,상권코드,상권코드명,총유동인구,남성유동인구,여성유동인구,10대유동인구,20대유동인구,30대유동인구,40대유동인구,50대유동인구,60대이상유동인구
2020,1,A,골목상권,1000024,창신길,1078609,507774,570836,141646,151264,129442,158086,223483,274688
2020,1,A,골목상권,1000025,통일로12길,559439,244621,314817,137236,62331,58030,86759,70253,144833
2020,1,A,골목상권,1000026,평창길,21384,9322,12062,4331,438,2327,3608,4401,6280
2020,1,A,골목상권,1000027,필운대로1길,160269,72542,87728,22891,20793,25059,28229,24148,39150
2020,1,A,골목상권,1000028,난계로11길,1327331,599064,728267,132488,242152,269811,196014,196780,290086
2020,1,A,골목상권,1000029,난계로21길,437545,194996,242548,50157,68818,107914,65119,56428,89111
2020,1,A,골목상권,1000030,다산로33길,1485904,716063,769842,145091,231463,249350,231254,292797,335951
2020,1,A,골목상권,1000031,다산로36길,818827,377644,441183,122451,100623,115802,130679,148372,200900
2020,1,A,골목상권,1000032,다산로38길,666725,306646,360080,67574,98334,111610,106411,127578,155220
2020,1,A,골목상권,1000033,다산로39길,785034,394278,390755,50210,132954,149533,129626,157940,164772
2020,1,A,골목상권,1000034,동호로10길,1155752,531326,624425,150664,169668,188982,178733,173979,293728
2020,1,A,골목상권,1000035,동호로11길,748644,346513,402130,92457,104074,127025,113313,102693,209080
2020,1,A,골목상권,1000036,동호로15길,330103,160840,169263,32056,63648,62456,54396,43287,74262
2020,1,A,골목상권,1000037,동호로20길,588582,272818,315764,67240,108955,109572,94129,85029,123659
2020,1,A,골목상권,1000038,동호로8길,244452,113132,131319,32563,33664,40695,35962,34068,67500
2020,1,A,골목상권,1000039,명동길,125909,66418,59491,4227,27178,32309,27795,17783,16617
2020,1,A,골목상권,1000040,삼일대로4길,257984,139424,118561,7828,52550,62742,57582,39397,37882
2020,1,A,골목상권,1000041,장충단로8길,392466,193852,198614,29566,72303,74634,66473,63318,86172
2020,1,A,골목상권,1000042,청구로17길,599079,276351,322728,72966,103212,105068,96116,91063,130653
2020,1,A,골목상권,1000043,청구로1길,850778,388847,461931,123537,111285,130420,130258,134353,220927
2020,1,A,골목상권,1000044,퇴계로12길,173696,86642,87052,10473,24964,37625,35039,26867,38727
2020,1,A,골목상권,1000045,퇴계로18길,154510,79312,75199,16901,24373,32690,26815,22183,31548
2020,1,A,골목상권,1000046,퇴계로46길,291728,159358,132371,23177,83031,48803,44630,41196,50893
2020,1,A,골목상권,1000047,퇴계로56길,518015,264497,253519,24700,95634,101310,98985,83684,113703
2020,1,A,골목상권,1000048,퇴계로8길,250328,120068,130259,11314,31231,50183,51488,43744,62366
2020,1,A,골목상권,1000049,퇴계로90길,1013514,467834,545680,122703,138481,151673,169639,170586,260432
2020,1,A,골목상권,1000050,녹사평대로11길,54387,24736,29652,8379,6695,7937,10668,8022,12684
2020,1,A,골목상권,1000051,녹사평대로26길,184012,94306,89706,10627,42003,41308,28611,25931,35533
2020,1,A,골목상권,1000052,녹사평대로32길,289692,148568,141125,14292,86986,64212,36945,36632,50626
2020,1,A,골목상권,1000053,녹사평대로40나길,325634,170811,154823,21830,80688,78011,53089,38363,53653
2020,1,A,골목상권,1000054,녹사평대로46길,294019,146710,147308,23266,59970,69848,49664,35238,56032
2020,1,A,골목상권,1000055,대사관로34길,416748,209257,207491,31086,71870,95193,72348,57795,88456
2020,1,A,골목상권,1000056,두텁바위로1길,458101,224703,233398,52315,69695,71466,71113,67685,125829
2020,1,A,골목상권,1000057,백범로79길,1218910,526596,692314,204050,191291,238657,194113,157010,233788
2020,1,A,골목상권,1000058,백범로90길,953127,455480,497646,127134,136998,219781,180301,130826,158087
2020,1,A,골목상권,1000059,서빙고로71길,484510,216449,268061,68459,61393,65929,94393,65732,128604
2020,1,A,골목상권,1000060,소월로20길,1097373,508755,588618,115624,171259,233744,164951,129305,282489
2020,1,A,골목상권,1000061,신흥로20길,524375,243844,280531,64156,86440,99297,81566,67026,125889
2020,1,A,골목상권,1000062,우사단로10길,631747,316819,314928,47004,122719,154840,111971,79400,115814
2020,1,A,골목상권,1000063,우사단로14길,498482,257955,240527,31382,119757,129982,86956,60150,70254
2020,1,A,골목상권,1000064,우사단로4길,711580,364910,346670,55469,140872,146487,117114,91821,159817
2020,1,A,골목상권,1000065,원효로19길,599216,288919,310297,82254,79175,99142,104305,91307,143033
2020,1,A,골목상권,1000066,원효로41길,252268,133225,119043,29047,31899,41822,47680,35555,66263
2020,1,A,골목상권,1000067,원효로53길,503302,248851,254451,46040,75121,105183,82444,72013,122499
2020,1,A,골목상권,1000068,원효로89길,773203,372598,400605,79072,157909,179961,141015,96762,118482
2020,1,A,골목상권,1000069,이촌로22길,435057,206885,228172,61083,45333,71393,66859,59554,130835
2020,1,A,골목상권,1000070,이태원로27길,321058,170577,150480,20192,108682,73532,43296,34614,40743
2020,1,A,골목상권,1000071,이태원로54길,360242,172391,187850,20611,87289,98639,63139,37104,53462
2020,1,A,골목상권,1000072,장문로45길,519954,247009,272946,44359,88623,103301,80279,76524,126868
2020,1,A,골목상권,1000073,청파로47길,1009527,407805,601722,107713,323093,170315,133610,104935,169860
2020,1,A,골목상권,1000074,청파로47나길,440874,182466,258409,53446,115391,85824,60504,47602,78104
2020,1,A,골목상권,1000075,청파로71길,1165090,545862,619227,163316,197451,194766,188728,184038,236794
2020,1,A,골목상권,1000076,청파로73길,620612,312116,308497,77024,101600,113289,104807,98128,125762
2020,1,A,골목상권,1000077,한강대로104길,560832,295078,265753,40357,91928,113748,105283,91016,118500
2020,1,A,골목상권,1000078,한강대로15길,316674,159718,156955,32635,50417,63705,57672,42469,69776
2020,1,A,골목상권,1000079,한강대로43길,458450,239965,218484,29759,86175,127365,94241,56968,63943
2020,1,A,골목상권,1000080,한강대로52길,426716,233031,193685,25821,81381,105639,86616,61741,65516
2020,1,A,골목상권,1000081,한강대로62길,156455,83627,72829,10541,27803,33856,28365,23811,32080
2020,1,A,골목상권,1000082,한강대로7길,432404,215055,217348,47376,65673,85501,78181,59987,95685
2020,1,A,골목상권,1000083,한강대로88길,53042,27005,26036,4636,9343,8239,8821,8271,13732
2020,1,A,골목상권,1000084,한남대로20길,208385,92988,115398,16501,30128,53757,41502,28279,38216
2020,1,A,골목상권,1000085,회나무로13길,474711,217697,257013,43225,77051,113061,75638,54510,111227
2020,1,A,골목상권,1000086,효창원로39길,784165,350477,433688,119729,104683,128557,123310,110608,197279
2020,1,A,골목상권,1000087,후암로28길,1115298,504297,611001,159937,160702,199668,189124,155845,250022
2020,1,A,골목상권,1000088,고산자로6길,1316662,608423,708239,206359,199909,227087,201710,183614,297983
2020,1,A,골목상권,1000089,금호산2길,623301,288924,334376,123430,66994,104095,99829,85867,143087
2020,1,A,골목상권,1000090,금호산길,763687,350095,413592,151088,89060,120460,114376,99758,188945
2020,1,A,골목상권,1000091,둘레9길,520495,267950,252546,75402,70683,77153,81927,103127,112201
2020,1,A,골목상권,1000092,뚝섬로5길,344575,174926,169649,34230,63275,84287,63510,49873,49401
2020,1,A,골목상권,1000093,마장로27길,309545,147735,161809,34813,48357,48210,49218,54060,74887
2020,1,A,골목상권,1000094,마장로39길,232634,113687,118948,30777,29378,40756,38978,36405,56340
2020,1,A,골목상권,1000095,마조로16길,538303,264996,273309,83581,89065,72834,75690,79811,137324
2020,1,A,골목상권,1000096,마조로1길,613750,285482,328268,72659,262126,83072,54667,55472,85753
2020,1,A,골목상권,1000097,매봉길,242553,105197,137356,36547,26454,46463,38608,31807,62673
2020,1,A,골목상권,1000098,무수막길,786897,354166,432731,154848,86784,128741,124656,100341,191527
2020,1,A,골목상권,1000099,무학로6길,776831,369671,407160,108213,140648,123592,117885,128601,157889
2020,1,A,골목상권,1000100,무학봉28길,336365,154383,181981,41272,64711,52265,51765,50875,75476
2020,1,A,골목상권,1000101,무학봉길,642282,283406,358877,133391,80555,105564,102897,84556,135322
2020,1,A,골목상권,1000102,사근동길,434241,223018,211222,57684,171907,51377,41466,36037,75768
2020,1,A,골목상권,1000103,상원12길,539768,270230,269538,65747,85542,106547,95847,76569,109516
2020,1,A,골목상권,1000104,상원길,625209,310816,314393,80906,102355,128320,113201,82660,117765
2020,1,A,골목상권,1000105,서울숲2길,1157834,562253,595581,127054,213570,253998,187837,154735,220639
2020,1,A,골목상권,1000106,성덕정17길,837609,437688,399920,94776,107907,140191,135688,168073,190973
2020,1,A,골목상권,1000107,성덕정길,438564,220230,218335,61803,61238,76971,70884,79549,88120
2020,1,A,골목상권,1000108,성수이로18길,385970,213665,172305,27609,80348,82267,71368,66261,58117
2020,1,A,골목상권,1000109,성수이로7길,488470,260108,228362,33550,109356,119493,86606,70966,68499
2020,1,A,골목상권,1000110,성수일로6길,571944,310593,261351,47299,135565,136256,100369,77411,75043
2020,1,A,골목상권,1000111,송정12라길,425949,210301,215650,44551,90626,77536,65342,65407,82487
2020,1,A,골목상권,1000112,송정4가길,858777,442708,416070,71554,196342,172741,134287,132205,151646
2020,1,A,골목상권,1000113,아차산로11길,526932,272420,254512,55255,99818,111173,96252,80640,83796
2020,1,A,골목상권,1000114,아차산로15길,495551,258783,236767,50470,98021,105750,92249,73968,75092
2020,1,A,골목상권,1000115,아차산로5길,401403,208212,193192,38703,76061,88902,69530,58314,69895
2020,1,A,골목상권,1000116,왕십리로14길,550978,277798,273180,59237,105086,116271,91964,75355,103065
2020,1,A,골목상권,1000117,왕십리로21길,551577,246418,305160,114595,72785,84258,90939,77888,111114
2020,1,A,골목상권,1000118,왕십리로26길,1241096,588800,652297,148125,268746,200607,187178,188192,248248
2020,1,A,골목상권,1000119,왕십리로31길,1157221,500375,656845,177045,189959,232882,163697,153113,240525
2020,1,A,골목상권,1000120,왕십리로6길,1074429,539375,535055,98307,223548,248731,188704,149336,165804
2020,1,A,골목상권,1000121,용답29길,697344,332559,364785,76392,115317,109822,111273,113284,171257
2020,1,A,골목상권,1000122,용답중앙길,310904,147065,163838,35337,51126,47040,45992,49181,82229
2020,1,A,골목상권,1000123,장터길,377088,174914,202176,55641,48508,61185,56800,56424,98532
2020,1,A,골목상권,1000124,청계천로10나길,594477,289906,304570,73716,72848,94121,108032,95066,150693
2020,1,A,골목상권,1000125,한림말3길,453975,203115,250860,77576,55855,73069,73980,59036,114459
2020,1,A,골목상권,1000126,한림말길,504006,220689,283319,80740,56388,87407,83353,69832,126287
2020,1,A,골목상권,1000127,광나루로12길,889565,438381,451184,66262,384348,157853,90808,84730,105564
2020,1,A,골목상권,1000128,광나루로24길,503594,261942,241653,37805,203572,85266,55113,50624,71214
2020,1,A,골목상권,1000129,광나루로36길,354150,162655,191495,51717,61217,60760,58289,51847,70317
2020,1,A,골목상권,1000130,광나루로37길,482246,225227,257018,76688,74341,80421,84107,74711,91978
2020,1,A,골목상권,1000131,광나루로40길,1260525,564096,696429,183273,215458,230792,200549,177113,253340
2020,1,A,골목상권,1000132,광나루로52길,872861,395983,476878,188090,140833,131644,146012,114596,151686
2020,1,A,골목상권,1000133,긴고랑로20길,590956,276231,314725,84434,85364,107845,91088,92962,129263
2020,1,A,골목상권,1000134,긴고랑로7길,744587,351572,393013,109332,99355,121330,113585,124159,176826
2020,1,A,골목상권,1000135,긴고랑로8길,989439,474946,514493,116075,150982,183160,149278,162178,227764
2020,1,A,골목상권,1000136,긴고랑로9길,686354,315446,370907,98552,93184,114799,99597,111982,168240
2020,1,A,골목상권,1000137,능동로13길,1408581,649155,759426,154155,582537,234544,137631,121147,178568
2020,1,A,골목상권,1000138,능동로19길,519100,245208,273891,44067,226948,91240,44911,46270,65663
2020,1,A,골목상권,1000139,능동로34길,719501,331764,387737,77476,142463,165093,104858,87370,142241
2020,1,A,골목상권,1000140,능동로3길,1548622,765108,783514,170424,219981,262401,260896,262023,372895
2020,1,A,골목상권,1000141,능동로4길,878170,425807,452361,192905,104292,126515,146552,130973,176932
2020,1,A,골목상권,1000142,동일로18길,557688,265871,291816,53443,124772,91096,75393,87312,125671
2020,1,A,골목상권,1000143,동일로24길,1100138,531579,568559,98819,402631,205449,130914,113619,148705
2020,1,A,골목상권,1000144,뚝섬로23길,694145,338660,355485,67188,113155,98292,103583,129768,182158
2020,1,A,골목상권,1000145,뚝섬로24길,674733,341556,333177,66851,88548,108484,106776,125248,178826
2020,1,A,골목상권,1000146,뚝섬로48길,966499,440408,526092,169453,136174,176580,160263,138004,186025
2020,1,A,골목상권,1000147,뚝섬로54길,547039,247346,299693,94365,72625,105320,85700,72777,116250
2020,1,A,골목상권,1000148,뚝섬로58길,644513,294952,349560,106266,84424,119358,95135,89650,149680
2020,1,A,골목상권,1000149,뚝섬로64길,648658,314311,334348,95656,104379,106588,90702,98205,153127
2020,1,A,골목상권,1000150,면목로17길,1388014,666134,721879,167829,184449,215900,199234,252798,367803
2020,1,A,골목상권,1000151,아차산로40길,616260,287341,328920,84050,117277,110720,83761,94909,125543
2020,1,A,골목상권,1000152,아차산로51길,623691,294438,329253,60361,147895,117620,88344,83118,126354
2020,1,A,골목상권,1000153,아차산로55길,849304,411394,437910,81571,183028,164712,126515,121191,172288
2020,1,A,골목상권,1000154,아차산로65길,704647,318806,385841,190003,88395,85969,123923,95103,121255
2020,1,A,골목상권,1000155,아차산로78길,247566,123370,124195,28648,31907,39566,42383,38570,66492
2020,1,A,골목상권,1000156,용마산로21길,1462271,665265,797006,230692,219021,240937,213892,226280,331451
2020,1,A,골목상권,1000157,용마산로3길,891536,414245,477292,135513,137947,171426,136489,134733,175429
2020,1,A,골목상권,1000158,자양로11길,2102130,979031,1123099,220001,340274,349090,322225,346161,524379
2020,1,A,골목상권,1000159,자양로15길,870386,405161,465225,83481,156671,148880,138337,144706,198312
2020,1,A,골목상권,1000160,자양로26길,1011660,444753,566907,143575,196139,190040,146426,130471,205006
2020,1,A,골목상권,1000161,자양로45길,901034,399814,501219,120674,128777,150863,127637,140783,232299
2020,1,A,골목상권,1000162,자양로50길,766547,350518,416030,137154,92994,110987,117107,113805,194500
2020,1,A,골목상권,1000163,자양로53길,462644,204290,258355,66695,60337,71047,64811,73099,126654
2020,1,A,골목상권,1000164,자양번영로3길,1293647,612154,681494,259119,154250,208187,214072,198529,259491
2020,1,A,골목상권,1000165,천호대로109길,841107,387173,453934,119620,151154,166649,128600,117896,157188
2020,1,A,골목상권,1000166,천호대로123길,557783,255966,301818,80286,83318,102759,84301,87648,119471
2020,1,A,골목상권,1000167,천호대로129길,909995,412309,497686,149457,120188,135774,137515,135864,231198
2020,1,A,골목상권,1000168,경희대로3길,280165,127041,153124,30539,90409,39670,31502,30570,57476
2020,1,A,골목상권,1000169,경희대로4길,892375,400856,491519,111788,330380,114490,91120,87347,157250
2020,1,A,골목상권,1000170,난계로30길,271077,141181,129896,15468,42105,53157,51734,44911,63700
2020,1,A,골목상권,1000171,답십리로23길,1093380,536578,556803,186972,140002,166182,166022,165065,269138
2020,1,A,골목상권,1000172,답십리로56길,1494555,680860,813694,236947,166713,211134,222589,230852,426319
2020,1,A,골목상권,1000173,답십리로60길,210319,100195,110124,32245,23229,32477,33283,32875,56211
2020,1,A,골목상권,1000174,답십리로63길,365673,168083,197592,61081,45246,56584,55606,54704,92453
2020,1,A,골목상권,1000175,답십리로64길,697453,335565,361887,80430,91667,122062,118290,114621,170382
2020,1,A,골목상권,1000176,답십리로68길,613341,302021,311319,60426,107431,134305,109306,87487,114384
2020,1,A,골목상권,1000177,답십리로69길,435013,212041,222972,93886,40225,69667,80302,58214,92722
2020,1,A,골목상권,1000178,답십리로72길,364289,169403,194886,61700,47306,69578,60710,47836,77158
2020,1,A,골목상권,1000179,망우로18가길,545702,278579,267123,53973,225118,60994,54614,51004,100001
2020,1,A,골목상권,1000180,망우로18길,769553,378891,390662,86305,238181,96931,95312,100423,152400
2020,1,A,골목상권,1000181,망우로21길,319475,153425,166050,42921,85905,43174,39972,42447,65056
2020,1,A,골목상권,1000182,무학로16길,344331,173104,171228,43861,46381,58172,59760,56896,79261
2020,1,A,골목상권,1000183,무학로45길,754806,413242,341565,80497,206069,116552,100651,101345,149694
2020,1,A,골목상권,1000184,사가정로13길,288473,137369,151105,64419,31301,37356,49667,44267,61462
2020,1,A,골목상권,1000185,사가정로23가길,674560,304766,369793,139313,73440,83450,107373,94953,176030
2020,1,A,골목상권,1000186,사가정로2길,524484,241696,282787,91315,77972,76491,77038,77968,123699
2020,1,A,골목상권,1000187,서울시립대로16길,1043151,495741,547409,173050,137790,146846,157788,162513,265163
2020,1,A,골목상권,1000188,서울시립대로29길,2306314,1129973,1176341,295286,703297,307906,260848,270105,468872
2020,1,A,골목상권,1000189,서울시립대로4길,931531,442802,488729,144576,117405,185303,154412,132909,196925
2020,1,A,골목상권,1000190,약령시로17길,833526,420658,412868,55014,100472,99312,106733,141718,330277
2020,1,A,골목상권,1000191,왕산로32길,459778,221275,238505,32671,86961,80872,65308,71321,122645
2020,1,A,골목상권,1000192,왕산로33길,448388,231933,216455,21236,35402,44017,56049,83645,208037
2020,1,A,골목상권,1000193,왕산로43길,961308,446400,514909,115340,122437,112555,128148,150473,332354
2020,1,A,골목상권,1000194,이문로42길,630070,304952,325118,100047,104889,84462,91314,86286,163072
2020,1,A,골목상권,1000195,장한로14길,320239,156071,164168,50971,34549,63219,50856,43702,76943
2020,1,A,골목상권,1000196,장한로25길,289129,136025,153104,43044,39507,52293,45982,45061,63244
2020,1,A,골목상권,1000197,장한로26가길,232323,113706,118617,27053,39697,51826,39832,31972,41942
2020,1,A,골목상권,1000198,장한로26길,576628,270219,306410,111044,61008,99200,103126,76018,126231
2020,1,A,골목상권,1000199,장한로27가길,345477,163253,182223,56315,43394,53705,56172,55129,80761
2020,1,A,골목상권,1000200,장한로27길,559119,261275,297843,98893,67421,94042,87987,88018,122759
2020,1,A,골목상권,1000201,장한로5길,800682,404536,396146,70655,113146,146021,128977,131215,210668
2020,1,A,골목상권,1000202,장한로8길,722727,358289,364438,80620,93986,140858,115621,116978,174664
2020,1,A,골목상권,1000203,전농로29길,1160677,551607,609069,184401,173798,143639,168921,182194,307724
2020,1,A,골목상권,1000204,전농로3길,473285,219019,254266,95417,52439,59425,70857,72068,123078
2020,1,A,골목상권,1000205,전농로4길,681080,323766,357314,88555,77411,108219,109404,107790,189702
2020,1,A,골목상권,1000206,제기로21길,1084503,506282,578220,133104,131598,136843,138670,164192,380095
2020,1,A,골목상권,1000207,제기로5길,354901,174959,179942,30990,120708,46053,41510,43272,72368
2020,1,A,골목상권,1000208,천장산로7길,449715,221030,228685,49026,222717,39573,34846,32570,70982
2020,1,A,골목상권,1000209,천호대로12길,290628,150439,140189,29084,43825,55124,50162,47403,65032
2020,1,A,골목상권,1000210,천호대로17길,1374227,671227,703000,166492,216572,214960,225740,213423,337039
2020,1,A,골목상권,1000211,천호대로45길,932241,451538,480702,80548,149220,159840,140003,140331,262299
2020,1,A,골목상권,1000212,천호대로77길,456829,230264,226564,44124,60266,89776,70712,73050,118902
2020,1,A,골목상권,1000213,천호대로97길,801965,397668,404296,107203,96551,149233,126941,126802,195233
2020,1,A,골목상권,1000214,한천로14길,785416,381474,403943,73083,104256,139307,130592,133101,205078
2020,1,A,골목상권,1000215,한천로33길,419858,189111,230747,71394,47282,58168,68748,61796,112470
2020,1,A,골목상권,1000216,한천로40길,420195,192556,227639,63771,49126,54397,68927,69381,114593
2020,1,A,골목상권,1000217,한천로46길,820501,373104,447397,173903,85962,101200,129168,114431,215837
2020,1,A,골목상권,1000218,휘경로14길,669775,303868,365908,91768,112049,101394,95379,96841,172343
2020,1,A,골목상권,1000219,휘경로23길,942242,419259,522983,119062,122280,127078,139515,152686,281620
2020,1,A,골목상권,1000220,휘경로2길,556206,266371,289835,75319,189712,67073,64920,57638,101543
2020,1,A,골목상권,1000221,휘경로3길,630836,298114,332722,68621,146799,88884,84735,86536,155261
2020,1,A,골목상권,1000222,겸재로29길,856292,402615,453676,101914,120457,138414,126678,144223,224605
2020,1,A,골목상권,1000223,겸재로36길,694486,320583,373904,89416,96299,116084,107167,117955,167566
2020,1,A,골목상권,1000224,겸재로54길,1095604,497392,598213,147848,164472,166047,164844,194628,257764
2020,1,A,골목상권,1000225,공릉로12가길,235126,110246,124881,51025,28673,34370,37865,32399,50795
2020,1,A,골목상권,1000226,공릉로2길,1300640,582138,718500,158177,182941,202243,185352,194170,377756
2020,1,A,골목상권,1000227,답십리로75길,691305,335258,356047,125131,71769,108943,112774,106931,165756
2020,1,A,골목상권,1000228,동일로100길,979143,472430,506712,155331,130276,146487,145041,159447,242560
2020,1,A,골목상권,1000229,동일로101길,918576,438795,479783,143565,100312,117046,140927,167648,249077
2020,1,A,골목상권,1000230,동일로112길,1360487,640795,719692,131639,260430,239806,186350,227379,314884
2020,1,A,골목상권,1000231,동일로123길,759767,358656,401111,106496,98056,104454,103555,136746,210461
2020,1,A,골목상권,1000232,동일로130길,657317,299769,357546,119130,84630,100223,89099,107584,156650
2020,1,A,골목상권,1000233,동일로139가길,834231,398271,435960,113514,103901,124122,121877,148851,221966
2020,1,A,골목상권,1000234,동일로139길,459800,215647,244153,56325,57959,63429,66944,88370,126772
2020,1,A,골목상권,1000235,동일로140길,519240,239744,279496,86271,62583,75947,73850,82409,138178
2020,1,A,골목상권,1000236,동일로149길,555417,259331,296087,77907,73260,84620,82589,93427,143615
2020,1,A,골목상권,1000237,동일로157길,920281,430521,489760,106755,137417,148904,137932,147892,241382
2020,1,A,골목상권,1000238,동일로163길,809114,381142,427973,120481,105211,124731,121956,128688,208049
2020,1,A,골목상권,1000239,망우로68길,753972,364326,389647,86636,89107,86083,104483,146366,241297
2020,1,A,골목상권,1000240,망우로73길,497586,235737,261850,82225,49231,69681,72920,81467,142063
2020,1,A,골목상권,1000241,면목로21길,401850,196103,205747,68233,44173,63837,62744,64683,98180
2020,1,A,골목상권,1000242,면목로33길,1538608,747363,791244,269453,168609,233469,235121,231596,400358
2020,1,A,골목상권,1000243,면목로45길,616344,295621,320722,75013,95899,92583,96073,96308,160466
2020,1,A,골목상권,1000244,면목로48길,571794,267472,304321,79581,81946,88626,80834,99091,141716
2020,1,A,골목상권,1000245,면목로49길,840586,396780,443807,121608,128129,121706,130159,122368,216617
2020,1,A,골목상권,1000246,면목로55길,648553,296997,351556,115293,83148,90462,102936,109160,147554
2020,1,A,골목상권,1000247,면목로56길,848234,384657,463577,134068,116364,123787,128498,150533,194983
2020,1,A,골목상권,1000248,면목로78길,1719031,779371,939660,232939,248078,280050,230284,276479,451201
2020,1,A,골목상권,1000249,봉우재로33길,768236,363657,404580,60085,163213,151974,108807,115836,168322
2020,1,A,골목상권,1000250,봉화산로30길,2028905,922565,1106340,348063,274630,362624,260408,305262,477919
2020,1,A,골목상권,1000251,봉화산로4길,1098604,515669,582934,153976,128609,129027,151270,209240,326482
2020,1,A,골목상권,1000252,봉화산로56길,1131558,505273,626285,256927,126434,145343,158676,173806,270371
2020,1,A,골목상권,1000253,사가정로42길,733118,334818,398300,80250,80161,99685,114614,136708,221700
2020,1,A,골목상권,1000254,사가정로54길,719323,343603,375719,93895,102899,113422,102272,106601,200234
2020,1,A,골목상권,1000255,신내로7가길,910515,406513,504002,210263,102402,122032,139509,142644,193666
2020,1,A,골목상권,1000256,용마산로100길,764562,355163,409399,113930,99737,96137,110271,132097,212391
2020,1,A,골목상권,1000257,용마산로112길,1119345,529140,590205,165204,131304,131459,154367,199865,337148
2020,1,A,골목상권,1000258,용마산로118길,731325,343591,387735,127736,75313,99096,107368,123895,197917
2020,1,A,골목상권,1000259,용마산로94길,424866,197705,227161,59846,58631,56602,57915,71495,120377
2020,1,A,골목상권,1000260,중랑천로10길,697665,337649,360015,92259,101160,105395,110803,115862,172187
2020,1,A,골목상권,1000261,길음로7길,382716,175154,207564,75088,46291,50919,62504,56265,91651
2020,1,A,골목상권,1000262,돌곶이로14길,442326,200849,241478,68561,61002,54800,65454,63739,128773
2020,1,A,골목상권,1000263,돌곶이로22길,447380,209346,238035,71871,59689,53600,65687,70958,125575
2020,1,A,골목상권,1000264,돌곶이로27길,846629,404065,442563,117057,105831,99071,132655,134775,257241
2020,1,A,골목상권,1000265,돌곶이로28길,262566,131230,131336,25772,38353,34500,40550,47915,75475
2020,1,A,골목상권,1000266,돌곶이로41길,397222,184834,212388,60416,43132,54744,59768,66487,112673
2020,1,A,골목상권,1000267,돌곶이로8길,666042,309514,356529,106647,87188,93407,98503,96978,183319
2020,1,A,골목상권,1000268,동소문로13길,891566,407328,484235,177752,157527,125020,120853,119017,191397
2020,1,A,골목상권,1000269,동소문로15길,425473,186970,238502,76475,118179,60588,52344,47781,70106
2020,1,A,골목상권,1000270,동소문로26가길,1143969,478516,665453,150600,338814,174884,145654,126694,207322
2020,1,A,골목상권,1000271,동소문로2길,185372,82663,102709,26208,38712,27599,28479,26102,38272
2020,1,A,골목상권,1000272,동소문로6길,114158,50765,63393,14701,28080,18403,17353,15019,20602
2020,1,A,골목상권,1000273,보국문로16길,549338,252438,296900,78155,86661,74665,77985,76486,155384
2020,1,A,골목상권,1000274,보문로13길,1075922,518839,557083,162167,164062,163186,152717,179649,254141
2020,1,A,골목상권,1000275,보문로26길,306822,141216,165605,38148,86099,42298,34519,38995,66761
2020,1,A,골목상권,1000276,보문로31길,755452,342937,412514,89266,170197,140421,102003,107240,146325
